Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
12/31/2015,BALUCHISTAN,Awaran,-,-,-,-,10079,1361741,-,-,26054
12/31/2015,BALUCHISTAN,Barkhan,-,-,-,-,-,-,-,-,31881
12/31/2015,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
12/31/2015,BALUCHISTAN,Chagai,-,-,-,-,14,6384,-,-,54814
12/31/2015,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
12/31/2015,BALUCHISTAN,Gwadar,4,-,35,529395,20771,52025841,17,195725,55537
12/31/2015,BALUCHISTAN,Jafarabad,-,-,807,10893503,479,111913,-,-,121911
12/31/2015,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
12/31/2015,BALUCHISTAN,Kalat,-,-,-,-,1,20025,-,-,53884
12/31/2015,BALUCHISTAN,Kech (Turbat),-,-,-,-,49149,10292276,-,-,92271
12/31/2015,BALUCHISTAN,Kharan,-,-,-,-,1,10053,-,-,47948
12/31/2015,BALUCHISTAN,Khuzdar,-,-,-,-,64,32984,-,-,104104
12/31/2015,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
12/31/2015,BALUCHISTAN,Lasbela,5,-,477,6779935,21331,610662,945,10999891,84637
12/31/2015,BALUCHISTAN,Loralai,-,-,-,-,12,8581,-,-,76879
12/31/2015,BALUCHISTAN,Mastung,-,-,-,-,102,31004,-,-,41317
12/31/2015,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
12/31/2015,BALUCHISTAN,Nasirabad,1,-,1849,65739919,11288,20062095,2000,71024919,75783
12/31/2015,BALUCHISTAN,Nushki,-,-,-,-,53,3923,-,-,-
12/31/2015,BALUCHISTAN,Panjgur,-,-,-,-,21583,3280710,-,-,51074
12/31/2015,BALUCHISTAN,Pishin,-,-,-,-,445,200065,-,-,100179
12/31/2015,BALUCHISTAN,Qila Abdullah,-,-,-,-,1,1,-,-,115112
12/31/2015,BALUCHISTAN,Qila Saifullah,-,-,-,-,167,72295,-,-,44345
12/31/2015,BALUCHISTAN,Quetta,7,-,1828,33990854,37219,160611055,1860,34790854,174437
12/31/2015,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
12/31/2015,BALUCHISTAN,Sibi,-,-,-,-,203,107996,-,-,48944
12/31/2015,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
12/31/2015,BALUCHISTAN,Zhob,-,-,-,-,134,24347,-,-,53848
12/31/2015,BALUCHISTAN,Ziarat,-,-,-,-,4,11532,-,-,7268
12/31/2015,BALUCHISTAN,Total,17,-,4996,117933606,173100,248885482,4822,117011389,1656762
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Abbottabad,15,-,15500,391563354,29324,395446218,15575,338178109,180672
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Bannu,3,-,885,12184370,580,566655,885,12184370,167380
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Batgram,-,-,-,-,149,45559,-,-,58257
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),1,-,488,20445401,784,15456321,491,20540401,133171
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Charsadda,4,-,3748,92586693,27070,112380734,3561,91841693,271736
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Chitral,7,-,4742,201901734,30788,1015324454,4778,202801734,84846
12/31/2015,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,1,-,3881,148919894,11858,212610271,3887,149129894,221328
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,399,271938,-,-,64648
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Haripur,12,3,18894,384206232,39255,142330810,25912,242131862,103830
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Karak,1,-,682,5139500,1962,296508,-,-,102174
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Kohat,3,-,3754,91535123,8752,88093805,3281,89337123,114908
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Kohistan,-,-,-,-,40650,9006868,-,-,73374
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,1,-,626,8906850,61,21849,626,8906850,107505
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Lower Dir,-,-,-,-,2304,323542,-,-,176660
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Malakand,3,-,3269,66980766,37068,73025164,3308,68340766,106429
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Mansehra,13,-,13665,273318118,7316,112522210,14177,235919366,271288
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Mardan,9,-,9628,223310458,73457,178362699,11644,224150458,354988
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Mingora,-,-,-,-,-,-,-,-,-
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Nowshera,10,-,11150,193633406,23687,544525522,12207,190783406,201208
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Peshawar,12,-,6959,129295350,157215,1289731211,5890,129655350,451548
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Shangla,-,-,-,-,4,5031,-,-,116366
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Swabi,3,1,5909,217042080,57563,120412211,5944,206134682,230073
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Swat,5,-,4847,150765264,19556,105117314,4838,150458174,286555
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Tank,-,-,-,-,164,137552,-,-,62446
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Upper Dir,-,-,-,-,761,323186,-,-,142427
12/31/2015,KHYBER-PAKHTUNKHWA (KP),Total,103,4,108627,2611734593,570727,4416337632,117004,2360494238,4083817
12/31/2015,PUNJAB,Attock,56,7,55548,1023479668,128580,349984944,69647,778432498,262870
12/31/2015,PUNJAB,Bahawalpur,50,-,126359,3756990654,406013,2858334453,158388,3279691467,461777
12/31/2015,PUNJAB,Bhakkar,38,-,58730,1774432728,275817,326298007,73933,2173824826,252453
12/31/2015,PUNJAB,Bhawalnagar,42,-,95102,2951953232,336158,1555987426,119169,2628780394,427843
12/31/2015,PUNJAB,Chakwal,51,-,48798,896346035,85813,141969796,31481,566568919,219565
12/31/2015,PUNJAB,D.G. Khan,27,-,50032,1461288006,233875,559827782,57067,1657597229,419252
12/31/2015,PUNJAB,Faisalabad,140,-,189006,3741105013,163104,762859837,238292,2748309761,1096924
12/31/2015,PUNJAB,Gujranwala,127,-,145744,3333507672,167021,628469367,163404,3222016657,735741
12/31/2015,PUNJAB,Gujrat,50,-,58394,1352064510,52268,655474761,54368,1030485693,446630
12/31/2015,PUNJAB,Hafizabad,42,-,49610,1170371002,41022,115163436,65907,1791521486,231170
12/31/2015,PUNJAB,Jhang,53,-,65921,1732078720,78983,421655570,73853,1249531845,626546
12/31/2015,PUNJAB,Jhelum,36,-,62646,964660939,53865,95032792,28774,559159947,170498
12/31/2015,PUNJAB,Kasur,62,-,86688,2176155437,85027,489581983,123786,1988238270,586427
12/31/2015,PUNJAB,Khanewal,29,-,52271,1478937456,112955,435575297,66877,1135009221,432948
12/31/2015,PUNJAB,Khushab,43,1,51881,1067131083,153246,233672947,62481,1409959892,235163
12/31/2015,PUNJAB,Lahore,213,-,222707,4831214021,808871,5530757838,282818,3415429268,872760
12/31/2015,PUNJAB,Leyyah,50,-,73042,2054808675,83248,451625918,72938,1894484104,263251
12/31/2015,PUNJAB,Lodhran,30,-,70969,2653959749,125684,836604410,85520,2048836488,261693
12/31/2015,PUNJAB,Mandi Bahauddin,31,-,28707,637638488,17662,131664192,25679,532282314,298371
12/31/2015,PUNJAB,Mianwali,29,-,41784,781590465,122203,135359674,58767,1382746048,252413
12/31/2015,PUNJAB,Multan,98,-,127717,3405250569,150725,1524648967,172878,2901382100,689339
12/31/2015,PUNJAB,Muzaffargarh,37,-,81749,2271396396,98886,711564452,98051,1987101882,570580
12/31/2015,PUNJAB,Nankana Sahib,31,-,35787,753363446,6779,40303295,39313,281457645,-
12/31/2015,PUNJAB,Narowal,26,-,41227,883428059,31231,262582440,33095,743170220,268902
12/31/2015,PUNJAB,Okara,47,-,70710,2272692601,112209,893687484,79561,1954675722,509842
12/31/2015,PUNJAB,Pakpattan,26,-,41174,1244720137,65767,297797946,45858,933597423,281988
12/31/2015,PUNJAB,Rahimyar Khan,62,-,146370,4752273796,234945,1527152482,211710,4828032848,585705
12/31/2015,PUNJAB,Rajanpur,26,-,56436,1493734417,192943,686306024,75438,1952460227,260436
12/31/2015,PUNJAB,Rawalpindi,109,-,93092,1839979458,390507,1839025249,83666,1142196136,327457
12/31/2015,PUNJAB,Sahiwal,39,-,63721,1784456140,108481,526433181,71172,1555608924,395468
12/31/2015,PUNJAB,Sargodha,101,-,110242,2105531749,93718,453290176,175875,3471030723,671679
12/31/2015,PUNJAB,Sheikhupura,65,-,81442,1660855511,50098,236175561,90712,1156361831,831522
12/31/2015,PUNJAB,Sialkot,63,-,79277,1830130305,107956,520475330,79081,1393196047,501997
12/31/2015,PUNJAB,Toba Tek Singh,28,-,46916,1142307462,73841,419517948,56291,1033892337,309316
12/31/2015,PUNJAB,Vihari,31,-,66592,1915274337,92674,631003042,73760,1564220827,475398
12/31/2015,PUNJAB,Total,1988,8,2776391,69195107937,5342175,27285864007,3299610,62391291218,15233924
12/31/2015,SINDH,Badin,38,-,34930,594290221,200870,121658545,38723,417191519,294781
12/31/2015,SINDH,Dadu,38,-,36751,615455669,86451,252947044,124374,327458456,447305
12/31/2015,SINDH,Ghotki,17,-,27177,746446387,38463,250910243,23735,504827710,248442
12/31/2015,SINDH,Hyderabad,55,-,51081,1369158774,239513,777986514,53902,1484366972,517652
12/31/2015,SINDH,Jacobabad,4,-,6300,114786926,6868,54045770,6303,51274086,361146
12/31/2015,SINDH,Jamshoro,13,-,12181,147670515,26073,35850807,23812,30150169,-
12/31/2015,SINDH,Karachi,146,-,143411,4435496702,5079482,20218531282,150552,3334396079,1329990
12/31/2015,SINDH,Khairpur,40,-,44842,1247786144,43536,454587905,34643,775721094,401853
12/31/2015,SINDH,Larkana,23,-,38371,1038697797,50282,599796024,40411,960709445,534891
12/31/2015,SINDH,Matyari,18,-,22567,440272168,18441,151371786,22576,291875336,-
12/31/2015,SINDH,Mirpur Khas,43,-,42018,952371936,123351,346973108,72514,1000017127,210494
12/31/2015,SINDH,Naushahro Feroze,26,-,26641,606015373,13547,134659108,12793,193051199,266462
12/31/2015,SINDH,Nawabshah,36,-,38726,851792478,34398,192672857,23765,480935985,225430
12/31/2015,SINDH,Sanghar,47,-,53355,1009137013,16106,207972286,46473,384516035,354133
12/31/2015,SINDH,Sehwan Sharif,-,-,-,-,228,121296,-,-,-
12/31/2015,SINDH,Shehdad Kot,13,-,18870,485592822,15181,91628610,24791,513010808,-
12/31/2015,SINDH,Shikarpur,8,-,9243,250198686,8746,66786692,8989,231875880,237633
12/31/2015,SINDH,Sukkur,31,-,35817,947021273,64826,1192636729,29719,726052597,213080
12/31/2015,SINDH,Tando Allahyar,10,-,13947,509889472,40016,202043613,13856,438816423,-
12/31/2015,SINDH,Tando Jam,3,-,3179,97389258,2829,38320052,1750,33092154,-
12/31/2015,SINDH,Tando Muhammad Khan,7,-,8195,334663235,41701,108525806,6808,248626766,-
12/31/2015,SINDH,Tharparkar,56,-,35021,818127246,309204,252931912,134264,435194212,283491
12/31/2015,SINDH,Thatta,25,-,24869,549837270,108609,225589265,22288,493947036,245046
12/31/2015,SINDH,Umar Kot,41,-,43742,938068316,96576,279098189,138072,465322725,185966
12/31/2015,SINDH,Total,738,-,771234,19100165683,6665297,26257645442,1055113,13822429814,6357795
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Bagh,6,-,12910,226110446,56931,64956510,15915,396507076,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Bhimber,3,-,2688,44555792,697,161163,-,-,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Kotli,9,-,12445,205389236,42373,6967308,28323,692865000,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Mirpur,3,-,1261,17332121,1831,385494,410,4301611,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Muzaffarabad,6,-,10060,205016149,74128,530904910,10067,204624813,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Neelum,-,-,-,-,11619,332575,-,-,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Poonch,4,-,11489,181526260,57372,41364593,14634,359600225,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Sudhnati,1,-,1285,21848221,17583,2306585,-,-,-
12/31/2015,AZAD JAMMU AND KASHMIR (AJK),Total,32,-,52138,901778225,262534,647379138,69349,1657898725,-
12/31/2015,GILGIT-BALTISTAN (GB),Astore,2,-,1646,49371832,3232,132601237,1646,49371832,-
12/31/2015,GILGIT-BALTISTAN (GB),Diamer,-,-,-,-,-,-,-,-,-
12/31/2015,GILGIT-BALTISTAN (GB),Ghanche,2,-,1226,41863993,5713,227302868,1226,41863993,-
12/31/2015,GILGIT-BALTISTAN (GB),Ghizer,9,-,8336,263592125,19682,369469542,8350,263942125,-
12/31/2015,GILGIT-BALTISTAN (GB),Gilgit,17,-,13311,301169471,22523,1254625153,13707,290841559,-
12/31/2015,GILGIT-BALTISTAN (GB),Skardu,9,-,6804,194322349,13410,311663333,7136,181661485,-
12/31/2015,GILGIT-BALTISTAN (GB),Total,39,-,31323,850319770,64560,2295662133,32065,827680993,-
12/31/2015,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Bajaur Agency,5,-,271,5318000,13928,615865,271,5318000,-
12/31/2015,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Khyber Agency,1,-,-,-,11209,100823,-,-,-
