Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
12/31/2009,BALUCHISTAN,Awaran,-,-,-,-,-,-,-,-,26054
12/31/2009,BALUCHISTAN,Barkhan,1,-,815,5913752,-,-,6,76000,31881
12/31/2009,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
12/31/2009,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
12/31/2009,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
12/31/2009,BALUCHISTAN,Gwadar,5,-,1609,9487509,9838,2172914,2055,26966379,55537
12/31/2009,BALUCHISTAN,Jafarabad,1,-,3387,42159623,-,-,3266,41223000,121911
12/31/2009,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
12/31/2009,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
12/31/2009,BALUCHISTAN,Kech (Turbat),1,-,-,-,30424,6708061,-,-,92271
12/31/2009,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
12/31/2009,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
12/31/2009,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
12/31/2009,BALUCHISTAN,Lasbela,4,-,-,-,-,-,90,900000,84637
12/31/2009,BALUCHISTAN,Loralai,1,-,1655,9631218,-,-,230,1619400,76879
12/31/2009,BALUCHISTAN,Mastung,-,-,-,-,-,-,-,-,41317
12/31/2009,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
12/31/2009,BALUCHISTAN,Nasirabad,1,-,2263,25470297,-,-,2153,24611066,75783
12/31/2009,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
12/31/2009,BALUCHISTAN,Panjgur,-,-,-,-,-,-,-,-,51074
12/31/2009,BALUCHISTAN,Pishin,1,-,-,-,-,-,-,-,100179
12/31/2009,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
12/31/2009,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
12/31/2009,BALUCHISTAN,Quetta,16,-,5864,36107519,3480,15108673,3098,22787857,174437
12/31/2009,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
12/31/2009,BALUCHISTAN,Sibi,1,-,1883,12042574,-,-,520,4319211,48944
12/31/2009,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
12/31/2009,BALUCHISTAN,Zhob,1,-,446,2721978,-,-,30,51480,53848
12/31/2009,BALUCHISTAN,Ziarat,-,-,-,-,-,-,-,-,7268
12/31/2009,BALUCHISTAN,Total,33,-,17922,143534470,43742,23989648,11448,122554393,1656762
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Abbottabad,4,-,5765,36368147,11008,3367298,5317,37934181,180672
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Bannu,-,-,-,-,-,-,-,-,167380
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Batgram,1,-,8,73242,-,-,8,80000,58257
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),-,-,-,-,-,-,-,-,133171
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Charsadda,3,-,4800,31119302,12925,1264925,5226,42213153,271736
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Chitral,5,-,8848,174745853,18940,351030800,8848,174745853,84846
12/31/2009,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,1,-,5199,62433868,804,6049159,4614,60310546,221328
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,-,-,-,-,64648
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Haripur,4,-,5189,37452565,29066,15616115,4698,39987631,103830
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Karak,1,-,2612,15129169,-,-,2056,12842879,102174
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Kohat,2,-,3928,20555301,-,-,1846,13446913,114908
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Kohistan,-,-,-,-,-,-,-,-,73374
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,-,-,-,-,-,-,-,-,107505
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Lower Dir,-,-,-,-,-,-,-,-,176660
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Malakand,1,-,2173,19825874,18068,2488483,1657,16087754,106429
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Mansehra,4,-,3821,24624767,20407,10742652,3027,23568113,271288
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Mardan,25,-,21748,216315615,24645,4813914,86133,1518556253,354988
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Mingora,1,-,1461,11434824,-,-,41,475342,-
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Nowshera,15,-,11315,67475359,5344,6869094,11760,109805923,201208
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Peshawar,10,-,10553,54188572,3271,5563436,16981,235484632,451548
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Shangla,1,-,110,243363,-,-,47,64000,116366
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Swabi,6,-,5525,48216230,8704,1711366,15264,246517176,230073
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Swat,-,-,-,-,6488,770115,-,-,286555
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Tank,-,-,-,-,-,-,-,-,62446
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Upper Dir,-,-,-,-,-,-,-,-,142427
12/31/2009,KHYBER-PAKHTUNKHWA (KP),Total,84,-,93055,820202051,159670,410287357,167523,2532120349,4083817
12/31/2009,PUNJAB,Attock,37,-,15121,148059047,53425,100437600,53244,905900334,262870
12/31/2009,PUNJAB,Bahawalpur,36,-,74587,1176108031,187721,198833979,247268,4272772113,461777
12/31/2009,PUNJAB,Bhakkar,23,-,19122,203197741,71908,36709572,70402,1229868967,252453
12/31/2009,PUNJAB,Bhawalnagar,11,-,40386,671819416,106146,83260620,142781,2496840622,427843
12/31/2009,PUNJAB,Chakwal,33,-,11606,106331314,45636,77632788,41321,726423335,219565
12/31/2009,PUNJAB,D.G. Khan,16,-,26755,381017529,71498,150245092,54936,907182283,419252
12/31/2009,PUNJAB,Faisalabad,85,-,100497,908140491,46297,72469925,162623,1214515405,1096924
12/31/2009,PUNJAB,Gujranwala,60,-,75152,948444230,25541,79215898,99276,921601658,735741
12/31/2009,PUNJAB,Gujrat,21,-,16804,210221228,10858,61869963,20283,171726742,446630
12/31/2009,PUNJAB,Hafizabad,7,-,11268,109633209,6416,2267010,15165,92003175,231170
12/31/2009,PUNJAB,Jhang,32,-,30450,289837127,11063,40220585,61674,740228569,626546
12/31/2009,PUNJAB,Jhelum,24,-,10687,103177575,18599,17785476,45792,801457734,170498
12/31/2009,PUNJAB,Kasur,32,-,60775,655226450,20472,42053313,73063,577565395,586427
12/31/2009,PUNJAB,Khanewal,16,-,28813,329113329,26321,37006166,70092,930972161,432948
12/31/2009,PUNJAB,Khushab,26,-,18406,163682100,69153,53983242,71754,1216333346,235163
12/31/2009,PUNJAB,Lahore,145,-,195501,2204154877,104535,252160816,249587,1983042042,872760
12/31/2009,PUNJAB,Leyyah,12,-,16941,225794109,23827,54548587,12517,182115941,263251
12/31/2009,PUNJAB,Lodhran,13,-,29399,527304815,46662,99506874,99189,1732264265,261693
12/31/2009,PUNJAB,Mandi Bahauddin,6,-,8818,76151410,3381,362613,7593,47678012,298371
12/31/2009,PUNJAB,Mianwali,26,-,17762,148593704,35763,4989320,69480,1229083065,252413
12/31/2009,PUNJAB,Multan,65,-,81789,898898101,44419,261236470,157182,1991624326,689339
12/31/2009,PUNJAB,Muzaffargarh,15,-,7736,91829338,35161,4139898,6223,80596087,570580
12/31/2009,PUNJAB,Nankana Sahib,6,-,9141,46606334,-,-,268,1773260,-
12/31/2009,PUNJAB,Narowal,9,-,10131,176304080,9180,3671469,2799,34460262,268902
12/31/2009,PUNJAB,Okara,15,-,27891,316999663,19718,18512947,28554,278025393,509842
12/31/2009,PUNJAB,Pakpattan,9,-,19062,245703898,25235,40451582,39998,600390203,281988
12/31/2009,PUNJAB,Rahimyar Khan,33,-,36449,452231021,29586,115315841,78331,1116622285,585705
12/31/2009,PUNJAB,Rajanpur,12,-,25155,377037699,46931,60274786,65590,1130423356,260436
12/31/2009,PUNJAB,Rawalpindi,75,-,51335,413764971,93950,105248971,98084,1133390584,327457
12/31/2009,PUNJAB,Sahiwal,26,-,40710,491427838,35668,48246474,71390,878467731,395468
12/31/2009,PUNJAB,Sargodha,43,-,39509,390894166,16293,26092944,89799,1151976055,671679
12/31/2009,PUNJAB,Sheikhupura,22,-,34059,487524941,11483,2759225,30868,238207222,831522
12/31/2009,PUNJAB,Sialkot,20,-,26002,225009472,15513,25631661,25711,157562161,501997
