Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
9/30/2007,BALUCHISTAN,Awaran,-,-,-,-,-,-,-,-,26054
9/30/2007,BALUCHISTAN,Barkhan,1,-,1092,7326483,-,-,-,-,31881
9/30/2007,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
9/30/2007,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
9/30/2007,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
9/30/2007,BALUCHISTAN,Gwadar,4,-,1440,7910957,7487,1854045,1280,15353775,55537
9/30/2007,BALUCHISTAN,Jafarabad,1,-,2739,30182218,-,-,828,9255500,121911
9/30/2007,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
9/30/2007,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
9/30/2007,BALUCHISTAN,Kech (Turbat),7,-,78,369334,28979,6631768,436,10510000,92271
9/30/2007,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
9/30/2007,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
9/30/2007,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
9/30/2007,BALUCHISTAN,Lasbela,-,-,-,-,-,-,-,-,84637
9/30/2007,BALUCHISTAN,Loralai,2,-,1952,12069972,-,-,185,1947000,76879
9/30/2007,BALUCHISTAN,Mastung,1,-,387,2833959,-,-,68,677000,41317
9/30/2007,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
9/30/2007,BALUCHISTAN,Nasirabad,1,-,1289,12298572,-,-,416,4143800,75783
9/30/2007,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
9/30/2007,BALUCHISTAN,Panjgur,-,-,-,-,-,-,-,-,51074
9/30/2007,BALUCHISTAN,Pishin,1,-,1276,9493835,-,-,24,243000,100179
9/30/2007,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
9/30/2007,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
9/30/2007,BALUCHISTAN,Quetta,8,-,5778,33533541,1749,45985865,1084,12238028,174437
9/30/2007,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
9/30/2007,BALUCHISTAN,Sibi,1,-,2443,16403246,-,-,175,1813800,48944
