Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
9/30/2011,BALUCHISTAN,Awaran,-,-,-,-,-,-,-,-,26054
9/30/2011,BALUCHISTAN,Barkhan,-,-,-,-,-,-,-,-,31881
9/30/2011,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
9/30/2011,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
9/30/2011,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
9/30/2011,BALUCHISTAN,Gwadar,3,-,186,2253900,16589,2594743,50,1125000,55537
9/30/2011,BALUCHISTAN,Jafarabad,4,-,5182,63685747,-,-,4531,58620218,121911
9/30/2011,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
9/30/2011,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
9/30/2011,BALUCHISTAN,Kech (Turbat),1,-,-,-,38439,8726534,-,-,92271
9/30/2011,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
9/30/2011,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
9/30/2011,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
9/30/2011,BALUCHISTAN,Lasbela,4,-,1660,16832607,-,-,1999,19990000,84637
9/30/2011,BALUCHISTAN,Loralai,-,-,-,-,-,-,-,-,76879
9/30/2011,BALUCHISTAN,Mastung,-,-,-,-,-,-,-,-,41317
9/30/2011,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
9/30/2011,BALUCHISTAN,Nasirabad,2,-,3971,49375992,-,-,4037,52751146,75783
9/30/2011,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
9/30/2011,BALUCHISTAN,Panjgur,-,-,-,-,-,-,-,-,51074
9/30/2011,BALUCHISTAN,Pishin,-,-,-,-,-,-,-,-,100179
9/30/2011,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
9/30/2011,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
9/30/2011,BALUCHISTAN,Quetta,10,-,11906,76132804,5612,161491768,5428,49762603,174437
9/30/2011,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
9/30/2011,BALUCHISTAN,Sibi,-,-,-,-,-,-,-,-,48944
9/30/2011,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
9/30/2011,BALUCHISTAN,Zhob,-,-,-,-,-,-,-,-,53848
9/30/2011,BALUCHISTAN,Ziarat,-,-,-,-,-,-,-,-,7268
9/30/2011,BALUCHISTAN,Total,24,-,22905,208281050,60640,172813045,16045,182248967,1656762
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Abbottabad,7,-,6996,81773650,14103,25530915,6131,49024216,180672
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Bannu,-,-,-,-,-,-,-,-,167380
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Batgram,-,-,-,-,-,-,-,-,58257
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),-,-,-,-,-,-,-,-,133171
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Charsadda,4,-,5138,34985255,12926,1264925,4520,38741877,271736
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Chitral,5,-,1403,36359439,22011,486564179,1403,36359439,84846
9/30/2011,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,1,-,3842,48645783,4596,13776809,2765,39909241,221328
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,-,-,-,-,64648
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Haripur,6,-,6871,67060871,36229,26837912,5705,53298721,103830
9/30/2011,KHYBER-PAKHTUNKHWA (KP),Karak,-,-,-,-,-,-,-,-,102174
