Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
9/30/2014,BALUCHISTAN,Awaran,-,-,-,-,9890,894131,-,-,26054
9/30/2014,BALUCHISTAN,Barkhan,-,-,-,-,-,-,-,-,31881
9/30/2014,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
9/30/2014,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
9/30/2014,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
9/30/2014,BALUCHISTAN,Gwadar,2,-,108,1267820,37659,11399384,108,1267820,55537
9/30/2014,BALUCHISTAN,Jafarabad,-,-,373,3800346,-,-,-,-,121911
9/30/2014,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
9/30/2014,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
9/30/2014,BALUCHISTAN,Kech (Turbat),-,-,-,-,48595,10292276,-,-,92271
9/30/2014,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
9/30/2014,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
9/30/2014,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
9/30/2014,BALUCHISTAN,Lasbela,3,-,1100,11253855,11549,446785,2094,11994303,84637
9/30/2014,BALUCHISTAN,Loralai,-,-,-,-,-,-,-,-,76879
9/30/2014,BALUCHISTAN,Mastung,-,-,-,-,-,-,-,-,41317
9/30/2014,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
9/30/2014,BALUCHISTAN,Nasirabad,1,-,19551,213394247,9629,305799473,2491,62234131,75783
9/30/2014,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
9/30/2014,BALUCHISTAN,Panjgur,-,-,-,-,15886,581326,-,-,51074
9/30/2014,BALUCHISTAN,Pishin,-,-,-,-,-,-,-,-,100179
9/30/2014,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
9/30/2014,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
9/30/2014,BALUCHISTAN,Quetta,6,-,771,25540472,2716,46481669,667,18283404,174437
9/30/2014,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
9/30/2014,BALUCHISTAN,Sibi,-,-,-,-,-,-,-,-,48944
9/30/2014,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
9/30/2014,BALUCHISTAN,Zhob,-,-,-,-,-,-,-,-,53848
9/30/2014,BALUCHISTAN,Ziarat,-,-,-,-,-,-,-,-,7268
9/30/2014,BALUCHISTAN,Total,12,-,21903,255256740,135924,375895044,5360,93779658,1656762
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Abbottabad,13,-,14507,288224264,15851,174759779,13473,178667112,180672
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Bannu,-,-,-,-,-,-,-,-,167380
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Batgram,-,-,-,-,-,-,-,-,58257
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),-,-,-,-,269,40520,-,-,133171
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Charsadda,2,-,5373,89825164,19377,14490442,3033,77697258,271736
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Chitral,6,-,4811,182060447,27981,761056979,5032,187585447,84846
9/30/2014,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,1,-,4264,102912800,7668,115249837,3723,99272478,221328
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,-,-,-,-,64648
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Haripur,11,3,16655,259168230,30875,107521959,20161,137654083,103830
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Karak,1,-,745,5465000,1670,150107,-,-,102174
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Kohat,2,-,6674,65990795,5398,52736756,2678,47163030,114908
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Kohistan,-,-,-,-,-,-,-,-,73374
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,-,-,-,-,-,-,-,-,107505
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Lower Dir,-,-,-,-,-,-,-,-,176660
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Malakand,2,-,4006,66939284,34360,53644348,3504,62595649,106429
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Mansehra,9,-,6569,114749863,3660,54612740,5344,77157622,271288
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Mardan,10,-,8847,134417413,59119,65511423,5381,119368891,354988
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Mingora,-,-,-,-,-,-,-,-,-
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Nowshera,9,-,10931,144137443,17945,415252467,9512,131651997,201208
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Peshawar,13,-,9368,86823563,9015,239588720,6036,76981780,451548
9/30/2014,KHYBER-PAKHTUNKHWA (KP),Shangla,8,-,394,2752292,-,-,521,7913000,116366
