Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
3/31/2013,BALUCHISTAN,Awaran,-,-,-,-,9890,894131,-,-,26054
3/31/2013,BALUCHISTAN,Barkhan,-,-,-,-,-,-,-,-,31881
3/31/2013,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
3/31/2013,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
3/31/2013,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
3/31/2013,BALUCHISTAN,Gwadar,3,-,244,3188106,20139,3147886,-,-,55537
3/31/2013,BALUCHISTAN,Jafarabad,3,-,9861,120845347,2836,11568639,1843,29761570,121911
3/31/2013,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
3/31/2013,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
3/31/2013,BALUCHISTAN,Kech (Turbat),1,-,-,-,48560,10223986,-,-,92271
3/31/2013,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
3/31/2013,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
3/31/2013,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
3/31/2013,BALUCHISTAN,Lasbela,4,-,466,3540607,1739,243975,679,6790000,84637
3/31/2013,BALUCHISTAN,Loralai,-,-,-,-,-,-,-,-,76879
3/31/2013,BALUCHISTAN,Mastung,-,-,-,-,-,-,-,-,41317
3/31/2013,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
3/31/2013,BALUCHISTAN,Nasirabad,2,-,1634,25760342,2580,3696123,1331,23252375,75783
3/31/2013,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
3/31/2013,BALUCHISTAN,Panjgur,-,-,-,-,16949,491439,-,-,51074
3/31/2013,BALUCHISTAN,Pishin,-,-,-,-,-,-,-,-,100179
3/31/2013,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
3/31/2013,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
3/31/2013,BALUCHISTAN,Quetta,10,-,9775,65683986,5245,365711189,1985,26875077,174437
3/31/2013,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
3/31/2013,BALUCHISTAN,Sibi,-,-,-,-,-,-,-,-,48944
3/31/2013,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
3/31/2013,BALUCHISTAN,Zhob,-,-,-,-,-,-,-,-,53848
3/31/2013,BALUCHISTAN,Ziarat,-,-,-,-,-,-,-,-,7268
3/31/2013,BALUCHISTAN,Total,23,-,21980,219018388,107938,395977368,5838,86679022,1656762
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Abbottabad,7,-,9354,174047455,7396,71452981,7406,91783814,180672
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Bannu,-,-,-,-,-,-,-,-,167380
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Batgram,-,-,-,-,-,-,-,-,58257
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),-,-,-,-,269,40520,-,-,133171
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Charsadda,4,-,4753,59887414,14637,20683925,3323,52881668,271736
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Chitral,6,-,3632,114815910,24952,620252333,3632,114815910,84846
3/31/2013,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,1,-,3473,58465004,5416,106824762,2818,55130682,221328
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,-,-,-,-,64648
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Haripur,4,2,10153,155350914,9224,33675501,12087,93117888,103830
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Karak,-,-,-,-,-,-,-,-,102174
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Kohat,2,-,6132,50327611,2622,22472157,2193,31165777,114908
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Kohistan,-,-,-,-,-,-,-,-,73374
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,-,-,-,-,-,-,-,-,107505
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Lower Dir,-,-,-,-,-,-,-,-,176660
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Malakand,2,-,2334,41043168,31015,33078805,2080,39658531,106429
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Mansehra,4,-,4865,63199535,2249,40283141,2942,39749563,271288
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Mardan,3,-,5810,65821327,56847,37438398,2698,54105190,354988
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Mingora,1,-,2208,39970569,2094,36027499,1813,38301712,-
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Nowshera,12,-,9153,95730661,11897,92882826,7832,89234872,201208
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Peshawar,8,-,6677,54695881,6305,25597905,2693,31495288,451548
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Shangla,-,-,-,-,-,-,-,-,116366
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Swabi,4,1,5231,88214635,28897,14780582,2445,42369182,230073
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Swat,-,-,-,-,6488,770115,-,-,286555
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Tank,-,-,-,-,-,-,-,-,62446
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Upper Dir,-,-,-,-,-,-,-,-,142427
3/31/2013,KHYBER-PAKHTUNKHWA (KP),Total,58,3,73775,1061570084,210308,1156261450,53962,773810077,4083817
3/31/2013,PUNJAB,Attock,42,7,31083,393057299,74996,65519403,39523,333730548,262870
3/31/2013,PUNJAB,Bahawalpur,31,-,89623,1998205655,331970,876610180,89258,1354938669,461777
3/31/2013,PUNJAB,Bhakkar,20,-,36395,707278508,157425,81764057,61346,1389100495,252453
3/31/2013,PUNJAB,Bhawalnagar,23,-,58404,1331146094,252982,472338585,53185,831979165,427843
3/31/2013,PUNJAB,Chakwal,38,-,19495,258123008,76211,95586330,16889,294343564,219565
3/31/2013,PUNJAB,D.G. Khan,26,-,37387,826649736,157910,252725534,54281,1126616150,419252
3/31/2013,PUNJAB,Faisalabad,105,-,133261,1517508108,68779,281218187,205795,1500582622,1096924
3/31/2013,PUNJAB,Gujranwala,70,4,101302,1853353637,62033,328160124,108316,1004171110,735741
3/31/2013,PUNJAB,Gujrat,25,-,33137,623095358,26819,390909572,43700,532468358,446630
3/31/2013,PUNJAB,Hafizabad,17,-,20595,664589072,16537,46346969,32090,530952155,231170
3/31/2013,PUNJAB,Jhang,26,-,35556,798612134,29867,123803434,51030,513976467,626546
3/31/2013,PUNJAB,Jhelum,41,-,29708,367432862,44261,19296277,13122,231192543,170498
3/31/2013,PUNJAB,Kasur,38,-,68617,1146670854,45957,203894099,76560,836933161,586427
3/31/2013,PUNJAB,Khanewal,27,-,43052,701800094,43306,194457482,56224,617979816,432948
3/31/2013,PUNJAB,Khushab,25,-,29491,430041622,137647,111799616,52176,1050280002,235163
3/31/2013,PUNJAB,Lahore,155,-,199049,2763688116,115614,2165786827,238008,2352347735,872760
3/31/2013,PUNJAB,Leyyah,14,-,21020,413167699,37211,70842463,27263,550396688,263251
3/31/2013,PUNJAB,Lodhran,18,-,49460,1204023594,80872,337382441,51002,836422982,261693
3/31/2013,PUNJAB,Mandi Bahauddin,20,-,10461,160872133,3300,28129477,10165,98931632,298371
3/31/2013,PUNJAB,Mianwali,19,-,27088,383582679,76387,32400473,53177,1179534404,252413
3/31/2013,PUNJAB,Multan,75,-,97832,1620324290,61306,664470850,133310,1304762873,689339
3/31/2013,PUNJAB,Muzaffargarh,21,-,19438,314619663,14250,28701890,20706,333546347,570580
3/31/2013,PUNJAB,Nankana Sahib,9,-,13156,225099596,-,-,157,2520718,-
3/31/2013,PUNJAB,Narowal,14,-,19930,322729767,10837,46804743,29705,666513022,268902
3/31/2013,PUNJAB,Okara,27,-,39426,917654077,40122,147884283,45463,683093157,509842
3/31/2013,PUNJAB,Pakpattan,22,-,36424,716964724,41803,135818278,46618,521606989,281988
3/31/2013,PUNJAB,Rahimyar Khan,41,-,78167,1766633158,119753,532959719,116672,2138613390,585705
3/31/2013,PUNJAB,Rajanpur,15,-,41706,817464720,121437,232676399,72124,1505253515,260436
3/31/2013,PUNJAB,Rawalpindi,99,-,81912,1086968500,121846,1230017854,99097,904323054,327457
3/31/2013,PUNJAB,Sahiwal,34,-,47105,808797377,59928,210846025,60648,827995028,395468
3/31/2013,PUNJAB,Sargodha,57,-,74006,1154714011,47648,225533752,136899,2160735761,671679
3/31/2013,PUNJAB,Sheikhupura,41,-,55201,740507883,17328,38022781,46278,598389693,831522
3/31/2013,PUNJAB,Sialkot,43,-,52299,826793328,32444,209156657,85559,1243811330,501997
3/31/2013,PUNJAB,Toba Tek Singh,12,-,28792,541372906,42132,152285330,42673,629824571,309316
3/31/2013,PUNJAB,Vihari,23,-,44084,865164643,64257,315650077,44157,678327016,475398
3/31/2013,PUNJAB,Total,1313,11,1803662,31268706906,2635175,10349800174,2313176,31366194730,15233924
3/31/2013,SINDH,Badin,25,-,17827,298831140,110650,84146350,15038,315688922,294781
3/31/2013,SINDH,Dadu,24,-,26130,281275891,74939,138605501,61964,106742829,447305
3/31/2013,SINDH,Ghotki,15,-,28404,578703521,22215,58881216,17610,333267421,248442
3/31/2013,SINDH,Hyderabad,39,-,43438,754455721,50505,394823523,39186,763358661,517652
3/31/2013,SINDH,Jacobabad,4,-,4252,70114881,4965,36038235,2958,48724611,361146
3/31/2013,SINDH,Jamshoro,6,-,4273,64077129,21009,9355641,6181,21363610,-
3/31/2013,SINDH,Karachi,118,-,127494,2540406021,662296,9220191784,136956,1331362474,1329990
3/31/2013,SINDH,Khairpur,26,-,40214,711617003,16583,102344424,13291,296703922,401853
3/31/2013,SINDH,Larkana,18,-,24448,426846297,28656,273090544,14601,258964868,534891
3/31/2013,SINDH,Matyari,16,-,25408,424448563,31637,77562193,19405,206206509,-
3/31/2013,SINDH,Mirpur Khas,28,-,26227,433545081,90707,90676781,23571,248410783,210494
3/31/2013,SINDH,Naushahro Feroze,15,-,23500,361963762,6538,24537131,6930,83570343,266462
3/31/2013,SINDH,Nawabshah,17,-,26353,508276584,20062,60523162,13743,146092253,225430
3/31/2013,SINDH,Sanghar,25,-,41038,524753932,2590,14674749,29548,124695977,354133
3/31/2013,SINDH,Sehwan Sharif,-,-,-,-,-,-,-,-,-
3/31/2013,SINDH,Shehdad Kot,10,-,8308,127887184,9456,29709157,5743,66882075,-
3/31/2013,SINDH,Shikarpur,7,-,4259,64835586,2356,28046476,2547,45209409,237633
3/31/2013,SINDH,Sukkur,23,-,32331,643322943,18508,479921572,15846,263274649,213080
3/31/2013,SINDH,Tando Allahyar,8,-,11921,274388146,23749,64112934,6662,128359988,-
3/31/2013,SINDH,Tando Jam,3,-,2144,54387713,2311,33364000,1119,31508963,-
3/31/2013,SINDH,Tando Muhammad Khan,6,-,7714,167797165,22548,61964111,7419,172707547,-
3/31/2013,SINDH,Tharparkar,30,-,23734,284549236,269662,168449156,67693,95085096,283491
3/31/2013,SINDH,Thatta,15,-,11417,188403865,44338,157640047,5971,125799463,245046
3/31/2013,SINDH,Umar Kot,31,-,22657,306591084,58581,76322203,57397,66930264,185966
3/31/2013,SINDH,Total,509,-,583491,10091478449,1594861,11684980891,571379,5280910638,6357795
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Bagh,5,-,9105,86470917,48043,29432552,15254,318565750,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Bhimber,-,-,-,-,-,-,-,-,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Kotli,9,-,8055,77999836,38032,5924435,16916,380610000,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Mirpur,-,-,-,-,-,-,-,-,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Muzaffarabad,7,-,8970,103339886,35986,451490673,7028,98630921,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Neelum,-,-,-,-,-,-,-,-,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Poonch,3,-,5542,81273578,41306,21171592,7911,153094157,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Sudhnati,2,-,812,8940496,13171,2086331,1656,37260000,-
3/31/2013,AZAD JAMMU AND KASHMIR (AJK),Total,26,-,32484,358024713,176538,510105584,48765,988160828,-
3/31/2013,GILGIT-BALTISTAN (GB),Astore,1,-,734,31503939,2940,63217406,734,31503939,-
3/31/2013,GILGIT-BALTISTAN (GB),Diamer,-,-,-,-,-,-,-,-,-
3/31/2013,GILGIT-BALTISTAN (GB),Ghanche,1,-,723,28734734,5301,140987007,723,28734734,-
3/31/2013,GILGIT-BALTISTAN (GB),Ghizer,5,-,3555,137054853,17683,218946760,3555,137054853,-
3/31/2013,GILGIT-BALTISTAN (GB),Gilgit,5,-,2247,101914775,18990,415919490,2247,101914775,-
3/31/2013,GILGIT-BALTISTAN (GB),Skardu,4,-,3555,114117445,9810,160980569,3555,114117445,-
3/31/2013,GILGIT-BALTISTAN (GB),Total,16,-,10814,413325746,54724,1000051231,10814,413325746,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Bajaur Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Khyber Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Kurram Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Mohmand Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),North Waziristan Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Orakzai Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),South Waziristan Agency,-,-,-,-,-,-,-,-,-
3/31/2013,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Total,-,-,-,-,-,-,-,-,-
3/31/2013,ISLAMABAD CAPITAL TERRITORY (ICT),ICT,13,-,5477,72697045,26421,32259914,648,14580000,74750
