Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
6/30/2019,BALUCHISTAN,Awaran,-,-,-,-,11506,1762656,-,-,-
6/30/2019,BALUCHISTAN,Barkhan,-,-,-,-,569,4020494,-,-,-
6/30/2019,BALUCHISTAN,Bolan,-,-,-,-,992,3998120,-,-,-
6/30/2019,BALUCHISTAN,Chagai,-,-,-,-,10,1023,-,-,-
6/30/2019,BALUCHISTAN,Dera Bugti,-,-,-,-,2148,7095662,-,-,-
6/30/2019,BALUCHISTAN,Gwadar,7,-,365,15719341,24158,44659924,347,15519790,-
6/30/2019,BALUCHISTAN,Jafarabad,1,-,-,-,42468,106635207,-,-,-
6/30/2019,BALUCHISTAN,Jhal Magsi,-,-,-,-,361,980969,-,-,-
6/30/2019,BALUCHISTAN,Kalat,-,-,-,-,595,2466411,-,-,-
6/30/2019,BALUCHISTAN,Kech (Turbat),-,-,-,-,65488,10292276,-,-,-
6/30/2019,BALUCHISTAN,Kharan,-,-,-,-,963,1703280,-,-,-
6/30/2019,BALUCHISTAN,Khuzdar,-,-,-,-,252,70764,-,-,-
6/30/2019,BALUCHISTAN,Kohlu,-,-,-,-,154,631404,-,-,-
6/30/2019,BALUCHISTAN,Lasbela,5,-,1083,29373305,45387,1461235,7212,185601712,-
6/30/2019,BALUCHISTAN,Loralai,-,-,-,-,10256,31965309,-,-,-
6/30/2019,BALUCHISTAN,Mastung,-,-,-,-,655,1754666,-,-,-
6/30/2019,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,-
6/30/2019,BALUCHISTAN,Nasirabad,2,-,4236,353002718,14241,85034803,4319,356292718,-
6/30/2019,BALUCHISTAN,Nushki,-,-,-,-,3054,6147356,-,-,-
6/30/2019,BALUCHISTAN,Panjgur,-,-,-,-,22479,3696403,-,-,-
6/30/2019,BALUCHISTAN,Pishin,-,-,-,-,2213,9992370,-,-,-
6/30/2019,BALUCHISTAN,Qila Abdullah,-,-,-,-,61,15189,-,-,-
6/30/2019,BALUCHISTAN,Qila Saifullah,-,-,-,-,545,80643,-,-,-
6/30/2019,BALUCHISTAN,Quetta,10,-,5095,317997229,502917,1617306402,4760,302995156,-
6/30/2019,BALUCHISTAN,Sherani,-,-,-,-,132,223346,-,-,-
6/30/2019,BALUCHISTAN,Sibi,2,-,1145,65790444,1307,15010449,1145,65790444,-
6/30/2019,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,-
6/30/2019,BALUCHISTAN,Zhob,-,-,-,-,1618,2469483,-,-,-
6/30/2019,BALUCHISTAN,Ziarat,-,-,-,-,454,902647,-,-,-
6/30/2019,BALUCHISTAN,Total,27,-,11924,781883037,754983,1960378494,17783,926199820,500000
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Abbottabad,18,-,16222,878157367,84724,1144013756,14506,621369861,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Bannu,5,-,4498,83208200,2632,31133479,4478,66062750,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Batgram,1,-,442,4933984,677,520614,442,4933984,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),1,-,1002,46423468,3926,103716608,1019,47743468,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Charsadda,5,-,5029,237287413,37259,324538738,5238,168425049,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Chitral,11,-,8019,579082555,55569,1459509830,8271,562114171,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,11,-,14508,879699197,2380996,3149873955,17484,756593148,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Hangu,-,-,-,-,3548,8717581,-,-,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Haripur,14,16,24326,999329616,60756,403048899,45736,497339293,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Karak,1,-,1857,14329000,3680,4375667,-,-,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Kohat,6,-,5446,191049622,17309,451925834,4581,187055422,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Kohistan,1,-,60,7133045,2078,42651594,-,-,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,1,-,671,9641300,33074,112766508,671,9641300,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Lower Dir,1,-,4,2792185,2480,12682589,-,-,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Malakand,3,-,3759,126005696,71011,284701399,3778,127105696,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Mansehra,16,-,13109,474718027,17516,469496324,13942,329117040,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Mardan,14,-,14792,792795828,110441,368268581,14063,373794867,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Mingora,1,-,3853,215049330,13515,507840446,3927,216933822,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Nowshera,13,-,15604,529965111,39647,299298800,15892,382655677,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Peshawar,22,-,13842,601605724,822183,4908446428,14808,293757989,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Shangla,1,-,143,8691218,63519,179893928,143,8691218,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Swabi,9,1,8367,315823583,89307,888544991,6935,171726525,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Swat,6,-,3214,131914641,11899,66999476,3027,45742758,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Tank,2,-,2057,30795100,1743,2049639,2057,30795100,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Upper Dir,-,-,-,-,1503,322943,-,-,-
6/30/2019,KHYBER-PAKHTUNKHWA (KP),Total,163,17,160824,7160431210,3930992,15225338605,180998,4901599138,5000000
6/30/2019,PUNJAB,Attock,59,15,104560,2441272726,168277,938368013,182455,3415985118,-
6/30/2019,PUNJAB,Bahawalpur,73,-,222355,12110153846,687330,4578077819,265575,9178353644,-
6/30/2019,PUNJAB,Bhakkar,43,-,113225,5950178762,345185,905796204,99345,3822205371,-
6/30/2019,PUNJAB,Bhawalnagar,80,-,220165,12908214866,635561,3242339861,226900,7899936836,-
6/30/2019,PUNJAB,Chakwal,63,-,93306,2169421563,116330,576905669,125316,3242895821,-
6/30/2019,PUNJAB,Chiniot,18,-,54272,1955192695,158091,481719381,74945,2352403467,-
6/30/2019,PUNJAB,D.G. Khan,37,-,83209,3783536743,318688,1559252359,98863,4001009047,-
6/30/2019,PUNJAB,Faisalabad,194,-,307731,9603250810,427523,2864133548,519344,11651498813,-
6/30/2019,PUNJAB,Gujranwala,152,-,240531,8298150383,262010,1598167366,363817,10257861270,-
6/30/2019,PUNJAB,Gujrat,58,-,91318,3112759833,71827,1350506977,115159,3244803215,-
6/30/2019,PUNJAB,Hafizabad,29,-,69037,3063801554,117497,553876947,80952,3107564898,-
6/30/2019,PUNJAB,Jhang,73,1,137337,6093555058,198002,918587384,173773,4825467567,-
6/30/2019,PUNJAB,Jhelum,39,-,85987,2072015578,89831,651238882,128954,4109526426,-
6/30/2019,PUNJAB,Kasur,89,-,154073,5579913417,171946,819767806,256128,5927773122,-
6/30/2019,PUNJAB,Khanewal,56,-,109170,5337065613,197079,1169724709,146431,4304138128,-
6/30/2019,PUNJAB,Khushab,39,-,81055,2956217099,211098,550107751,107414,3344391766,-
6/30/2019,PUNJAB,Lahore,240,-,311613,11252730485,11999366,40256341101,538635,13265898762,-
6/30/2019,PUNJAB,Leyyah,74,-,166883,8682539564,446316,1752950115,164937,5744602010,-
6/30/2019,PUNJAB,Lodhran,36,-,119762,8102288102,401165,1444995643,121185,4663880187,-
6/30/2019,PUNJAB,Mandi Bahauddin,46,-,77975,2938909794,70186,611596520,121313,3811730963,-
6/30/2019,PUNJAB,Mianwali,30,-,67835,1826654231,163081,502146625,89682,2608318257,-
6/30/2019,PUNJAB,Multan,115,-,199009,9630034849,370710,4579207433,257878,7433596704,-
6/30/2019,PUNJAB,Muzaffargarh,73,-,182640,9154459343,296454,1282657999,236323,7083942838,-
6/30/2019,PUNJAB,Nankana Sahib,60,-,88308,3034920242,39538,247337523,132897,2737393110,-
6/30/2019,PUNJAB,Narowal,52,-,100285,3275832506,70336,657856634,127764,3971854816,-
6/30/2019,PUNJAB,Okara,81,-,154604,7423084594,258468,1548029451,226511,5845447068,-
6/30/2019,PUNJAB,Pakpattan,36,-,77257,4256048669,155307,570287522,88292,2773344068,-
6/30/2019,PUNJAB,Rahimyar Khan,86,-,269111,16436756839,530780,3543490354,312245,11134351278,-
6/30/2019,PUNJAB,Rajanpur,42,-,110137,5321470326,255961,1348730469,125341,5194941538,-
6/30/2019,PUNJAB,Rawalpindi,116,8,162259,4123265904,1966451,23302580849,123402,2676660197,-
6/30/2019,PUNJAB,Sahiwal,66,-,128108,6131827855,232907,1154716568,203488,5820548837,-
6/30/2019,PUNJAB,Sargodha,92,-,204449,7295635046,186612,988990884,278281,8424780378,-
6/30/2019,PUNJAB,Sheikhupura,99,-,153269,5041231039,97524,798627468,191091,4157238460,-
6/30/2019,PUNJAB,Sialkot,105,-,176730,6715282205,169717,2252012540,233713,6912646318,-
6/30/2019,PUNJAB,Toba Tek Singh,61,-,117821,4947165068,174868,875577527,187529,4854407779,-
6/30/2019,PUNJAB,Vihari,53,-,135555,6891267536,222135,1393939940,149229,5182565332,-
6/30/2019,PUNJAB,Total,2665,24,5165544,2.1983E+11,22284157,1.11871E+11,6875107,1.98984E+11,12600000
6/30/2019,SINDH,Badin,43,-,57344,1821942631,245782,363892353,62877,1905377426,-
6/30/2019,SINDH,Dadu,34,-,71123,2822105208,66966,985260067,32845,1666165658,-
6/30/2019,SINDH,Ghotki,27,-,49462,2564466330,118572,643872302,25373,1590443508,-
6/30/2019,SINDH,Hyderabad,44,-,86509,3006550697,146101,2256324629,101356,3143897325,-
6/30/2019,SINDH,Jacobabad,6,-,11277,374215819,15702,54432808,5439,223406032,-
6/30/2019,SINDH,Jamshoro,13,-,32248,780349996,11879,3882890,12101,191532577,-
6/30/2019,SINDH,Karachi,157,-,399689,8535579940,7525152,67720512357,458180,9175502442,-
6/30/2019,SINDH,Kashmore,5,-,18113,968147224,33980,223976775,10749,566063864,-
6/30/2019,SINDH,Khairpur,38,-,72588,3555738929,110300,1517541305,59996,2678443610,-
6/30/2019,SINDH,Larkana,38,-,64714,3350011860,115257,1777604545,63472,2864005202,-
6/30/2019,SINDH,Matyari,20,-,46227,1881357252,48817,388983904,50233,1390316962,-
6/30/2019,SINDH,Mirpur Khas,43,-,78262,2969973229,190474,905563435,63327,2435174289,-
6/30/2019,SINDH,Naushahro Feroze,39,-,68832,2926187808,42764,364786764,41720,1690013032,-
6/30/2019,SINDH,Nawabshah,29,-,40839,1563497097,36082,390213510,37586,788605479,-
6/30/2019,SINDH,Sanghar,155,1,98048,3444470479,185833,917549346,77402,1936635670,-
6/30/2019,SINDH,Sehwan Sharif,-,-,-,-,717,396254,-,-,-
6/30/2019,SINDH,Shaheed Benazirabad,9,-,21052,1095656753,9471,72069339,7701,512715027,-
6/30/2019,SINDH,Shehdad Kot,30,-,39183,1952426004,51260,444435869,29924,1330166761,-
6/30/2019,SINDH,Shikarpur,11,-,27525,1200549095,35228,332214764,17354,864174451,-
6/30/2019,SINDH,Sujawal,6,-,6349,115818768,8766,1722063,671,134200,-
6/30/2019,SINDH,Sukkur,42,-,80810,4164579995,129402,2285995618,66544,2988547585,-
6/30/2019,SINDH,Tando Allahyar,17,-,35769,1507819915,101899,301904713,33604,1092444027,-
6/30/2019,SINDH,Tando Jam,2,-,1910,33974126,1328,321259,-,-,-
6/30/2019,SINDH,Tando Muhammad Khan,10,-,20180,982294437,69139,256569728,23417,869644907,-
6/30/2019,SINDH,Tharparkar,26,-,51489,2083414860,37408,420616012,23397,1319834746,-
6/30/2019,SINDH,Thatta,25,-,37367,1312066629,100357,413688711,33903,1283677146,-
6/30/2019,SINDH,Umar Kot,31,-,72971,2743528730,55829,695741975,40017,1579599184,-
6/30/2019,SINDH,Total,900,1,1572545,57443226512,9494465,83740073294,1379188,44086521110,2400000
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Bagh,10,-,13189,464013124,75601,95719683,14944,552766408,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Bhimber,6,-,8126,253856838,2338,4549318,9683,318394590,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Kotli,18,-,21359,740296506,83509,293750970,31432,943181950,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Mirpur,11,-,8534,379702780,9835,1402158484,8678,369537524,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Muzaffarabad,17,-,28530,1356115023,208476,3073444084,25595,1154584982,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Neelum,2,-,1457,31298697,335,1027322,1457,31298697,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Poonch,9,-,15664,484206962,104813,194104642,22382,728369246,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Sudhnati,7,-,7236,248106404,279603,744277697,10187,302889800,-
6/30/2019,AZAD JAMMU AND KASHMIR (AJK),Total,80,-,104095,3957596334,764510,5809032199,124358,4401023196,-
6/30/2019,GILGIT-BALTISTAN (GB),Astore,3,-,2080,142642642,4608,230484496,2305,101492349,-
6/30/2019,GILGIT-BALTISTAN (GB),Diamer,3,-,689,25906210,3835,801279437,605,20405637,-
6/30/2019,GILGIT-BALTISTAN (GB),Ghanche,6,-,3159,197636080,9923,516804642,3481,186371706,-
6/30/2019,GILGIT-BALTISTAN (GB),Ghizer,15,-,13975,809610099,31269,705034836,14320,824490099,-
6/30/2019,GILGIT-BALTISTAN (GB),Gilgit,29,1,26030,1196479953,84579,8709452779,26513,1084397213,-
6/30/2019,GILGIT-BALTISTAN (GB),Skardu,8,-,7176,562320795,19790,509487498,7980,526860389,-
6/30/2019,GILGIT-BALTISTAN (GB),Total,64,1,53109,2934595779,154004,11472543689,55204,2744017392,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Bajaur Agency,6,-,8576,136724600,8253,22822265,8576,136724600,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Khyber Agency,7,-,7114,121455250,7888,23756119,7114,121455250,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Kurram Agency,3,-,3909,66325700,1487,2387461,3909,66325700,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Mohmand Agency,2,-,2511,44761750,929,53229,2511,44761750,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),North Waziristan Agency,1,-,51,1025700,46,294771,51,1025700,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Orakzai Agency,2,-,2078,32341750,823,4081899,2078,32341750,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),South Waziristan Agency,-,-,-,-,6706,7899545,-,-,-
6/30/2019,FEDERALLY ADMINISTRATED TRIBAL AREAS (FATA),Total,21,-,24239,402634750,26132,61295289,24239,402634750,-
6/30/2019,ISLAMABAD CAPITAL TERRITORY (ICT),ICT,31,-,27214,784620240,311651,19666448368,94096,3505341290,-
6/30/2019,ISLAMABAD CAPITAL TERRITORY (ICT),Total,31,-,27214,784620240,311651,19666448368,94096,3505341290,-
