Date,Province,District,Offices - Fixed,Offices - Mobile,Active Borrowers,Gross Loan Portfolio(PKR),Active Savers,Value of Savings(PKR),Policy Holders,Sum Insured(PKR),Potential Microfinance Market
6/30/2007,BALUCHISTAN,Awaran,-,-,-,-,-,-,-,-,26054
6/30/2007,BALUCHISTAN,Barkhan,1,-,1128,7789384,-,-,-,-,31881
6/30/2007,BALUCHISTAN,Bolan,-,-,-,-,-,-,-,-,66423
6/30/2007,BALUCHISTAN,Chagai,-,-,-,-,-,-,-,-,54814
6/30/2007,BALUCHISTAN,Dera Bugti,-,-,-,-,-,-,-,-,43770
6/30/2007,BALUCHISTAN,Gwadar,5,-,1514,7738381,9671,1938956,1031,14686471,55537
6/30/2007,BALUCHISTAN,Jafarabad,1,-,2027,21989798,-,-,-,-,121911
6/30/2007,BALUCHISTAN,Jhal Magsi,-,-,-,-,-,-,-,-,29887
6/30/2007,BALUCHISTAN,Kalat,-,-,-,-,-,-,-,-,53884
6/30/2007,BALUCHISTAN,Kech (Turbat),7,-,806,4415949,26706,6276847,385,9325000,92271
6/30/2007,BALUCHISTAN,Kharan,-,-,-,-,-,-,-,-,47948
6/30/2007,BALUCHISTAN,Khuzdar,-,-,-,-,-,-,-,-,104104
6/30/2007,BALUCHISTAN,Kohlu,-,-,-,-,-,-,-,-,26910
6/30/2007,BALUCHISTAN,Lasbela,-,-,-,-,-,-,-,-,84637
6/30/2007,BALUCHISTAN,Loralai,2,-,1471,8369650,-,-,-,-,76879
6/30/2007,BALUCHISTAN,Mastung,1,-,333,2423230,-,-,-,-,41317
6/30/2007,BALUCHISTAN,Musakhel,-,-,-,-,-,-,-,-,27545
6/30/2007,BALUCHISTAN,Nasirabad,1,-,908,8477961,-,-,-,-,75783
6/30/2007,BALUCHISTAN,Nushki,-,-,-,-,-,-,-,-,-
6/30/2007,BALUCHISTAN,Panjgur,-,-,-,-,-,-,-,-,51074
6/30/2007,BALUCHISTAN,Pishin,1,-,1274,9501569,-,-,-,-,100179
6/30/2007,BALUCHISTAN,Qila Abdullah,-,-,-,-,-,-,-,-,115112
6/30/2007,BALUCHISTAN,Qila Saifullah,-,-,-,-,-,-,-,-,44345
6/30/2007,BALUCHISTAN,Quetta,7,-,4477,25021136,525,44678000,400,4504051,174437
6/30/2007,BALUCHISTAN,Sherani,-,-,-,-,-,-,-,-,-
6/30/2007,BALUCHISTAN,Sibi,1,-,2525,16718536,-,-,-,-,48944
6/30/2007,BALUCHISTAN,Washuk,-,-,-,-,-,-,-,-,585705
6/30/2007,BALUCHISTAN,Zhob,1,-,774,4775341,-,-,-,-,53848
6/30/2007,BALUCHISTAN,Ziarat,2,-,484,3615825,-,-,-,-,7268
6/30/2007,BALUCHISTAN,Total,30,-,17721,120836760,36902,52893803,1816,28515522,2242467
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Abbottabad,4,-,5729,46902044,7870,3376706,-,-,180672
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Bannu,-,-,-,-,-,-,-,-,167380
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Batgram,2,-,1010,2172687,1750,749510,-,-,58257
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Buner (Daggar),-,-,-,-,-,-,-,-,133171
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Charsadda,6,-,6689,91523396,6560,662260,2698,41170000,271736
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Chitral,6,-,7328,146607718,6326,147101000,6270,105211063,84846
6/30/2007,KHYBER-PAKHTUNKHWA (KP),D.I. Khan,2,-,5786,78518440,-,-,-,-,221328
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Hangu,2,-,672,3415406,1536,769536,-,-,64648
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Haripur,4,-,4679,31952007,15064,6289214,-,-,103830
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Karak,1,-,951,7627154,-,-,-,-,102174
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Kohat,6,-,8043,81343660,2048,1026048,-,-,114908
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Kohistan,-,-,-,-,-,-,-,-,73374
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Lakki Marwat,-,-,-,-,-,-,-,-,107505
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Lower Dir,-,-,-,-,-,-,-,-,176660
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Malakand,4,-,7635,91015620,13848,1342720,3826,60190000,106429
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Mansehra,4,-,4777,29450226,7320,7360122,754,4690351,271288
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Mardan,58,-,34859,324347969,35236,2870624,15716,498420000,354988
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Mingora,2,-,1949,21908007,-,-,-,-,-
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Nowshera,3,-,1709,12124787,1440,721440,-,-,201208
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Peshawar,9,-,8750,79743588,1408,705408,-,-,451548
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Shangla,1,-,1586,3920928,-,-,-,-,116366
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Swabi,5,-,6476,71548934,6036,438364,2548,40360000,230073
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Swat,12,-,5808,56978514,4511,691387,2095,31515000,286555
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Tank,1,-,22,541965,-,-,-,-,62446
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Upper Dir,-,-,-,-,-,-,-,-,142427
6/30/2007,KHYBER-PAKHTUNKHWA (KP),Total,132,-,114458,1181643050,110953,174104339,33907,781556414,4083817
6/30/2007,PUNJAB,Attock,37,-,14786,116120523,42859,85689626,7785,112756566,262870
6/30/2007,PUNJAB,Bahawalpur,30,-,51349,694342718,58538,141244634,31305,370420000,461777
6/30/2007,PUNJAB,Bhakkar,28,-,14736,110404499,27175,25110905,8879,166915000,252453
6/30/2007,PUNJAB,Bhawalnagar,16,-,35930,486218155,34575,78323184,19683,295245000,427843
6/30/2007,PUNJAB,Chakwal,36,-,9558,81824876,28963,65898402,4658,74830182,219565
6/30/2007,PUNJAB,D.G. Khan,12,-,17587,220260693,22562,8081437,3500,80490000,419252
6/30/2007,PUNJAB,Faisalabad,76,-,66336,519794646,34171,10456092,1647,16317690,1096924
6/30/2007,PUNJAB,Gujranwala,29,-,45271,449507054,28083,23790856,990,10072657,735741
6/30/2007,PUNJAB,Gujrat,6,-,3353,28366432,10592,2111311,10,110000,446630
6/30/2007,PUNJAB,Hafizabad,5,-,4449,39202560,7020,1215604,-,-,231170
6/30/2007,PUNJAB,Jhang,4,-,9842,90052004,13215,2548054,-,-,626546
6/30/2007,PUNJAB,Jhelum,36,-,8854,74976079,14456,16279711,5391,82365000,170498
6/30/2007,PUNJAB,Kasur,24,-,39612,340323581,7357,998883,7390,45625232,586427
6/30/2007,PUNJAB,Khanewal,7,-,6352,50781618,12888,7307024,431,58560000,432948
6/30/2007,PUNJAB,Khushab,26,-,16137,127336747,37121,47633139,6785,118145000,235163
6/30/2007,PUNJAB,Lahore,102,1,152138,1381612498,32965,32798063,44579,394902929,872760
6/30/2007,SINDH,Badin,28,-,8997,89045620,44496,33280271,2762,32512800,294781
6/30/2007,SINDH,Dadu,14,-,8069,39329116,39224,20410000,3344,355986,447305
6/30/2007,SINDH,Ghotki,3,-,6273,67205460,69,13000,64,715000,248442
6/30/2007,SINDH,Hyderabad,30,-,27693,229807770,15414,49597839,16919,155779793,517652
6/30/2007,SINDH,Jacobabad,2,-,8185,94748721,-,-,-,-,361146
6/30/2007,SINDH,Jamshoro,4,-,5691,36466546,-,-,-,-,-
6/30/2007,SINDH,Karachi,86,2,79416,1370832514,47174,1315823411,45595,1048075070,1329990
6/30/2007,SINDH,Khairpur,9,-,29952,319366733,24924,40217000,10426,52152258,401853
6/30/2007,SINDH,Larkana,3,-,11746,133590262,-,-,-,-,534891
6/30/2007,SINDH,Matyari,3,-,1280,12392039,7716,3113934,902,13540000,-
6/30/2007,SINDH,Mirpur Khas,10,-,9603,74022841,33139,6250940,4379,35920113,210494
6/30/2007,SINDH,Naushahro Feroze,2,-,7989,73714298,312,11653000,803,11407422,225430
6/30/2007,SINDH,Nawabshah,5,1,16138,164530904,2410,9152421,5879,35366260,266462
6/30/2007,SINDH,Sanghar,7,1,16951,127263549,-,-,11557,619845,354133
6/30/2007,SINDH,Sehwan Sharif,1,-,2313,18413730,-,-,-,-,-
